carfax,config,consumer_rating,consumer_review_number,deal,dealer,dealer_rating,dealer_review_number,dealer_zipcode,drivetrain,ext_color,good_deal_margin,hotornot,int_color,mileage,model,ori_price,owners,price,sellin,transmission,vin,year
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,323,78219,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,76541,RWD,Silver,"$46,763",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,76701,RWD,Silver,"$46,763",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,77840,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Good,Vroom (Online Dealer - Nationwide Delivery),3.7,520,75080,AWD,Black,"$89,972",HOT CAR,Beige,29113,Model X,,1,86420,4,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,34102,AWD,Beige,"$50,757",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,321,32801,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,320,63103,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,788,37207,AWD,Black,"$91,138",HOT CAR,Beige,29113,Model X,88180,1,86420,4,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,29403,AWD,Beige,"$52,082",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,46516,AWD,Beige,"$50,919",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,29615,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,40513,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,44512,AWD,Beige,"$52,082",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,320,15219,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,22902,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Mid Range,4.5,69,Good,Shift San Francisco,3.4,38,94114,RWD,Blue,"$52,339",NOT HOT,White,2983,Model 3,,1,49200,nan,Automatic,5YJ3E1EA3JF168353,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,13862,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,787,07024,RWD,Black,"$53,939",NOT HOT,Black,9256,Model 3,,1,48910,nan,Automatic,5YJ3E1EA1JF003868,2018
Free CARFAX 1-Owner Report,75D,4.7,25,Good,Mercedes-Benz of Salem,5.0,171,97302,AWD,White,"$70,545",NOT HOT,Other,15413,Model S,,1,68989,nan,Automatic,5YJSA1E27HF191645,2017
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,93901,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,94545,AWD,Beige,"$49,110",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,95354,AWD,Beige,"$48,657",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,95354,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,93292,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,787,98101,RWD,Black,"$53,958",NOT HOT,Black,9256,Model 3,,1,48910,nan,Automatic,5YJ3E1EA1JF003868,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,89109,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,75D,4.8,5,Good,Young Chevrolet,3.5,99,84041,AWD,Black,"$68,727",NOT HOT,Black,13132,Model S,66000,1,64500,nan,Automatic,5YJSA1E21JF248878,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,87107,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,323,46204,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,80903,AWD,Beige,"$52,056",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,78411,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,323,78219,AWD,Blue,"$52,975",HOT CAR,Black,7994,Model 3,,1,48900,11,Automatic,5YJ3E1EB1JF114896,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,323,78219,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,76541,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,76701,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,324,77074,AWD,Beige,"$49,912",NOT HOT,Beige,39625,Model S,,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,806,75052,AWD,Brown,"$90,047",NOT HOT,Beige,20904,Model X,,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,77702,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,73102,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,73102,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,74012,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,64105,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,320,33602,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,320,63103,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,31217,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,347,37204,AWD,Beige,"$49,925",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Carvana,4.4,319,31402,AWD,Blue,"$65,995",NOT HOT,Gray,44374,Model S,,1,60900,nan,Automatic,5YJSA1E49GF128739,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,29925,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,323,46204,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,49435,AWD,Beige,"$52,030",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,49435,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,49435,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,46516,RWD,Silver,"$46,828",NOT HOT,Gray,31105,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,29526,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,48420,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Fair,Vroom (Online Dealer - Nationwide Delivery),4.0,3,28269,AWD,Black,"$73,449",HOT CAR,Beige,29113,Model X,88180,1,86420,5,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,323,27513,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,24011,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,789,44118,RWD,Black,"$53,939",NOT HOT,Black,9256,Model 3,,1,48910,nan,Automatic,5YJ3E1EA1JF003868,2018
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,320,15219,AWD,Beige,"$52,412",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,321,40202,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,320,21201,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,12207,AWD,Beige,"$52,082",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,320,01020,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,788,06074,AWD,Brown,"$87,865",NOT HOT,Beige,20904,Model X,70760,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,321,19107,AWD,Beige,"$47,448",NOT HOT,Beige,39625,Model S,,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,93901,AWD,Beige,"$50,919",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,94545,RWD,Black,"$54,096",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,95202,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,319,31217,AWD,Black,"$70,206",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,89109,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,80302,AWD,Beige,"$52,331",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,321,80202,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX Report,P90D,4.8,27,Good,Carvana,4.4,321,80202,AWD,Black,"$70,264",NOT HOT,Black,18968,Model S,,more than 1,66200,nan,Automatic,5YJSA1E40GF120206,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,323,78219,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,78701,RWD,Silver,"$46,828",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,78701,AWD,Blue,"$52,975",HOT CAR,Black,7994,Model 3,,1,48900,11,Automatic,5YJ3E1EB1JF114896,2018
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,320,33166,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,36104,RWD,Silver,"$45,847",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,35203,AWD,Blue,"$52,975",HOT CAR,Black,7994,Model 3,,1,48900,11,Automatic,5YJ3E1EB1JF114896,2018
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,35203,RWD,Black,"$52,975",HOT CAR,Black,601,Model 3,,1,47900,7,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,,4.5,69,Good,Carvana,4.4,319,32202,RWD,Black,"$53,968",NOT HOT,Black,601,Model 3,,1,47900,nan,Automatic,5YJ3E1EA9JF173413,2018
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Carvana,4.4,319,61088,RWD,Silver,"$45,847",HOT CAR,Gray,31105,Model S,,1,41000,11,Automatic,5YJSA1H18EFP47914,2014
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,54911,AWD,Beige,"$52,147",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Green Eyed Motors,4.0,46,80301,RWD,Black,"$36,167",HOT CAR,Beige,68837,Model S,,1,34999,10,Other / Unknown,5YJSA1DN7DFP06164,2013
Free CARFAX 1-Owner Report,85D,4.8,41,Good,Carbiz Greater Washington DC,4.7,74,20723,AWD,White,"$48,035",NOT HOT,Beige,41940,Model S,,1,47000,nan,Automatic,5YJSA1H28FF096844,2015
CARFAX Report,70D,4.8,41,Good,Maguire Ford Lincoln Nissan,4.7,817,14850,AWD,Black,"$46,411",NOT HOT,Other,50038,Model S,,more than 1,44999,nan,Automatic,5YJSA1E27FF119163,2015
Free CARFAX 1-Owner Report,Long Range,4.5,69,Good,Shift San Francisco,3.4,38,94114,RWD,Blue,"$52,735",NOT HOT,Black,12817,Model 3,,1,47600,nan,Automatic,5YJ3E1EA5JF012038,2018
Free CARFAX 1-Owner Report,Long Range,4.5,69,Good,Shift San Francisco,3.4,38,94114,RWD,Blue,"$52,735",NOT HOT,Black,13202,Model 3,,1,46550,nan,Automatic,5YJ3E1EA0JF011105,2018
Free CARFAX 1-Owner Report,P90D,4.8,27,Fair,SCOTTSDALE SPORT of CALIFORNIA,5.0,78,94010,AWD,Silver,"$70,734",NOT HOT,Black,20150,Model S,,1,74995,nan,Automatic,5YJSA1E47GF133633,2016
Free CARFAX 1-Owner Report,Performance,4.9,33,Fair,Stevens Creek Showcase,1.0,1,95129,RWD,Blue,"$42,520",NOT HOT,Black,37996,Model S,,1,46995,nan,Automatic,5YJSA1H19EFP30149,2014
Free CARFAX 1-Owner Report,85D,4.8,41,Good,United Imports,4.7,93,95129,AWD,Red,"$45,311",NOT HOT,Other,35116,Model S,,1,43800,nan,Automatic,5YJSA1H26FF090301,2015
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Santa Maria BMW Volkswagen,2.2,15,93455,RWD,Gray,"$45,771",NOT HOT,Gray,35394,Model S,,1,41000,nan,Automatic,5YJSA1H18EFP36055,2014
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Texas Direct Auto,2.9,1654,77477,RWD,Black,"$54,098",NOT HOT,Black,8490,Model 3,,1,47530,nan,Automatic,5YJ3E1EA4JF056435,2018
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,787,76107,RWD,Black,"$53,607",NOT HOT,Black,8490,Model 3,,1,47530,nan,Automatic,5YJ3E1EA4JF056435,2018
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Luxury Auto Plex LLC,4.0,11,97225,RWD,Gray,"$41,379",HOT CAR,Other,38128,Model S,,1,38950,3,Automatic,5YJSA1CG9DFP07836,2013
Free CARFAX 1-Owner Report,70,4.8,41,Good,iDeal Motors,5.0,28,92627,RWD,Gray,"$41,814",NOT HOT,Gray,65952,Model S,,1,39988,nan,Automatic,5YJSA1E16FF119999,2015
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,789,44118,AWD,Brown,"$91,333",NOT HOT,Beige,20904,Model X,70760,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,787,93725,RWD,Black,"$54,241",NOT HOT,Black,9256,Model 3,,1,48910,nan,Automatic,5YJ3E1EA1JF003868,2018
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,797,90015,AWD,Black,"$88,881",NOT HOT,Beige,29113,Model X,88180,1,86420,nan,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,792,85004,AWD,Black,"$91,057",NOT HOT,Beige,29113,Model X,88180,1,86420,nan,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,792,85004,RWD,Black,"$54,098",NOT HOT,Black,8490,Model 3,,1,47530,nan,Automatic,5YJ3E1EA4JF056435,2018
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,787,81008,AWD,Brown,"$91,333",NOT HOT,Beige,20904,Model X,70760,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,797,80205,AWD,Black,"$91,257",HOT CAR,Beige,29113,Model X,88180,1,86420,4,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,kWh Battery,4.8,41,Good,K&S Auto Sales,5.0,39,92103,RWD,White,"$43,312",NOT HOT,Beige,36378,Model S,,1,42000,nan,Automatic,5YJSA1S16FFP73146,2015
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,794,32771,AWD,Black,"$89,972",HOT CAR,Beige,29113,Model X,88180,1,86420,4,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,48420,AWD,Beige,"$52,082",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,60,4.8,41,Good,San Diego Auto Finder,5.0,6,92111,RWD,Blue,"$44,587",NOT HOT,Beige,29537,Model S,,1,39995,nan,Automatic,5YJSA1S1XFFP77006,2015
Free CARFAX 1-Owner Report,70,4.8,27,Good,Frontier Ford,3.0,17,98221,RWD,White,"$53,874",NOT HOT,Black,25603,Model S,,1,48169,nan,Automatic,5YJSA1E11GF133293,2016
Free CARFAX 1-Owner Report,Signature Performance,4.6,11,Good,Excellent Choice Auto Sales,nan,nan,98204,RWD,Red,"$48,108",NOT HOT,Beige,33715,Model S,,1,41991,nan,Other / Unknown,5YJSA1DP7CFS00723,2012
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,787,97209,RWD,Black,"$53,607",NOT HOT,Black,8490,Model 3,,1,47530,nan,Automatic,5YJ3E1EA4JF056435,2018
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,792,85004,AWD,Brown,"$91,263",NOT HOT,Beige,20904,Model X,70760,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,797,80205,RWD,Black,"$53,448",NOT HOT,Black,9256,Model 3,,1,48910,nan,Automatic,5YJ3E1EA1JF003868,2018
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,787,76504,AWD,Brown,"$91,333",NOT HOT,Beige,20904,Model X,,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Texas Direct Auto,2.9,1654,77477,RWD,Black,"$53,939",NOT HOT,Black,9256,Model 3,,1,48910,nan,Automatic,5YJ3E1EA1JF003868,2018
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,787,34787,AWD,Brown,"$85,568",NOT HOT,Beige,20904,Model X,70760,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,321,32801,AWD,Beige,"$46,361",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,788,35244,AWD,Brown,"$92,935",NOT HOT,Beige,20904,Model X,70760,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,788,37207,RWD,Black,"$52,975",NOT HOT,Black,8490,Model 3,,1,47530,nan,Automatic,5YJ3E1EA4JF056435,2018
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,323,46204,AWD,Beige,"$51,294",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Good,Vroom (Online Dealer - Nationwide Delivery),3.7,520,29651,AWD,Black,"$92,274",NOT HOT,Beige,29113,Model X,88180,1,86420,nan,Automatic,5YJXCAE24HF074881,2017
Free CARFAX 1-Owner Report,75D,4.8,27,Good,Excellent Choice Auto Sales,nan,nan,98204,RWD,Black,"$55,321",NOT HOT,Other,14657,Model S,,1,51991,nan,Automatic,5YJSA1E1XGF160055,2016
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,787,27606,AWD,Brown,"$88,602",NOT HOT,Beige,20904,Model X,70760,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
Free CARFAX 1-Owner Report,Long Range 4dr Fastback,4.5,69,Good,Vroom (Online Dealer - Nationwide Delivery),3.8,787,27606,RWD,Black,"$54,208",NOT HOT,Black,8490,Model 3,,1,47530,nan,Automatic,5YJ3E1EA4JF056435,2018
